travelCode,userCode,from,to,flightType,price,time,distance,agency,date
20842,204,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,01/06/2022
20842,204,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,01/07/2022
20843,204,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,01/13/2022
20843,204,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,01/17/2022
20844,204,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,01/20/2022
20844,204,Salvador (BH),Brasilia (DF),premium,836.89,1.76,676.56,CloudFy,01/21/2022
20845,204,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,01/27/2022
20845,204,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,01/28/2022
20846,204,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,02/03/2022
20846,204,Campo Grande (MS),Recife (PE),firstClass,1244.73,1.39,535.4,CloudFy,02/06/2022
20847,204,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,02/10/2022
20847,204,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,02/13/2022
20848,204,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,02/17/2022
20848,204,Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,1.55,597.61,CloudFy,02/20/2022
20849,204,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,02/24/2022
20849,204,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,02/25/2022
20850,204,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,03/03/2022
20850,204,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,03/05/2022
20851,204,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,03/10/2022
20851,204,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1446.4,1.55,597.61,CloudFy,03/13/2022
20852,204,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,03/17/2022
20852,204,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,03/18/2022
20853,204,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,03/24/2022
20853,204,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,03/28/2022
20854,204,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,03/31/2022
20854,204,Rio de Janeiro (RJ),Brasilia (DF),economic,364.34,0.48,183.37,Rainbow,04/01/2022
20855,204,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,04/07/2022
20855,204,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,04/11/2022
20856,205,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,09/26/2019
20856,205,Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,1.55,597.61,CloudFy,09/28/2019
20857,205,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,10/03/2019
20857,205,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,10/06/2019
20858,205,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,10/10/2019
20858,205,Campo Grande (MS),Brasilia (DF),firstClass,847.83,0.72,277.7,FlyingDrops,10/13/2019
20859,205,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,10/17/2019
20859,205,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,10/20/2019
20860,205,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,10/24/2019
20860,205,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,10/25/2019
20861,205,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,10/31/2019
20861,205,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,11/02/2019
20862,205,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,11/07/2019
20862,205,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,11/09/2019
20863,205,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,11/14/2019
20863,205,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,11/16/2019
20864,205,Recife (PE),Natal (RN),firstClass,669.83,0.58,222.67,CloudFy,11/21/2019
20864,205,Natal (RN),Recife (PE),firstClass,744.11,0.58,222.67,CloudFy,11/24/2019
20865,205,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,11/28/2019
20865,205,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,12/01/2019
20866,205,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,12/05/2019
20866,205,Natal (RN),Aracaju (SE),premium,451.41,0.46,176.33,CloudFy,12/09/2019
20867,205,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,12/12/2019
20867,205,Salvador (BH),Brasilia (DF),economic,609.83,1.76,676.56,Rainbow,12/16/2019
20868,205,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,12/19/2019
20868,205,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,12/21/2019
20869,205,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,12/26/2019
20869,205,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,12/30/2019
20870,205,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,01/02/2020
20870,205,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,01/03/2020
20871,205,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,01/09/2020
20871,205,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,01/11/2020
20872,205,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,01/16/2020
20872,205,Salvador (BH),Recife (PE),firstClass,1440.25,2.05,788.55,Rainbow,01/17/2020
20873,205,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,01/23/2020
20873,205,Rio de Janeiro (RJ),Brasilia (DF),firstClass,591.19,0.48,183.37,FlyingDrops,01/26/2020
20874,205,Recife (PE),Natal (RN),economic,301.51,0.58,222.67,CloudFy,01/30/2020
20874,205,Natal (RN),Recife (PE),economic,429.77,0.58,222.67,CloudFy,02/01/2020
20875,205,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,02/06/2020
20875,205,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,1.55,597.61,Rainbow,02/10/2020
20876,205,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,02/13/2020
20876,205,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,02/14/2020
20877,205,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,02/20/2020
20877,205,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,02/22/2020
20878,205,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,02/27/2020
20878,205,Rio de Janeiro (RJ),Brasilia (DF),economic,369.57,0.48,183.37,CloudFy,02/28/2020
20879,205,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,03/05/2020
20879,205,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,03/07/2020
20880,205,Recife (PE),Natal (RN),premium,474.6,0.58,222.67,CloudFy,03/12/2020
20880,205,Natal (RN),Recife (PE),premium,563.23,0.58,222.67,CloudFy,03/14/2020
20881,205,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,03/19/2020
20881,205,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,03/21/2020
20882,205,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,03/26/2020
20882,205,Natal (RN),Brasilia (DF),economic,697.51,1.43,550.69,CloudFy,03/30/2020
20883,205,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,04/02/2020
20883,205,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,04/06/2020
20884,205,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,04/09/2020
20884,205,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,04/10/2020
20885,205,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,04/16/2020
20885,205,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,04/19/2020
20886,205,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,04/23/2020
20886,205,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,04/27/2020
20887,205,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,04/30/2020
20887,205,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,05/04/2020
20888,205,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,05/07/2020
20888,205,Salvador (BH),Brasilia (DF),economic,587.85,1.76,676.56,CloudFy,05/11/2020
20889,205,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,05/14/2020
20889,205,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,05/15/2020
20890,205,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,05/21/2020
20890,205,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,05/25/2020
20891,205,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,05/28/2020
20891,205,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,06/01/2020
20892,205,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,06/04/2020
20892,205,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,06/08/2020
20893,205,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,06/11/2020
20893,205,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,06/14/2020
20894,205,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,06/18/2020
20894,205,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,06/21/2020
20895,205,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,06/25/2020
20895,205,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,06/27/2020
20896,205,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,07/02/2020
20896,205,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,07/05/2020
20897,205,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,07/09/2020
20897,205,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,07/11/2020
20898,205,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,07/16/2020
20898,205,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,07/19/2020
20899,205,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,07/23/2020
20899,205,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,07/26/2020
20900,205,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,07/30/2020
20900,205,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,08/03/2020
20901,205,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,08/06/2020
20901,205,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,08/08/2020
20902,205,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,08/13/2020
20902,205,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,08/15/2020
20903,205,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,08/20/2020
20903,205,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,08/22/2020
20904,205,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,08/27/2020
20904,205,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,08/30/2020
20905,206,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,09/26/2019
20905,206,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,09/29/2019
20906,206,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,10/03/2019
20906,206,Rio de Janeiro (RJ),Brasilia (DF),firstClass,687.25,0.48,183.37,Rainbow,10/04/2019
20907,206,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,10/10/2019
20907,206,Rio de Janeiro (RJ),Recife (PE),economic,952.83,2.3,885.57,CloudFy,10/14/2019
20908,206,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,10/17/2019
20908,206,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,10/19/2019
20909,206,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,10/24/2019
20909,206,Salvador (BH),Recife (PE),firstClass,1440.02,2.05,788.55,CloudFy,10/27/2019
20910,206,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,10/31/2019
20910,206,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,11/03/2019
20911,206,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,11/07/2019
20911,206,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,11/11/2019
20912,206,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,11/14/2019
20912,206,Salvador (BH),Recife (PE),economic,751.37,2.05,788.55,Rainbow,11/16/2019
20913,206,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,11/21/2019
20913,206,Rio de Janeiro (RJ),Recife (PE),economic,932.59,2.3,885.57,Rainbow,11/23/2019
20914,206,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,11/28/2019
20914,206,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,12/01/2019
20915,206,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,12/05/2019
20915,206,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1446.4,1.55,597.61,CloudFy,12/06/2019
20916,206,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,12/12/2019
20916,206,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,12/15/2019
20917,206,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,12/19/2019
20917,206,Salvador (BH),Recife (PE),premium,1016.53,2.05,788.55,CloudFy,12/22/2019
20918,206,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,12/26/2019
20918,206,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,12/30/2019
20919,206,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,01/02/2020
20919,206,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,01/04/2020
20920,206,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,01/09/2020
20920,206,Natal (RN),Brasilia (DF),firstClass,1286.63,1.43,550.69,Rainbow,01/13/2020
20921,206,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,01/16/2020
20921,206,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,01/19/2020
20922,206,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,01/23/2020
20922,206,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,01/26/2020
20923,206,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,01/30/2020
20923,206,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,02/03/2020
20924,206,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,02/06/2020
20924,206,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,02/10/2020
20925,206,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,02/13/2020
20925,206,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,02/16/2020
20926,206,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,02/20/2020
20926,206,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,02/22/2020
20927,206,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,02/27/2020
20927,206,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,02/29/2020
20928,206,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,03/05/2020
20928,206,Sao Paulo (SP),Recife (PE),premium,1195.26,1.26,486.52,CloudFy,03/06/2020
20929,206,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,03/12/2020
20929,206,Rio de Janeiro (RJ),Brasilia (DF),premium,503.26,0.48,183.37,CloudFy,03/14/2020
20930,206,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,03/19/2020
20930,206,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,03/21/2020
20931,206,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,03/26/2020
20931,206,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,03/30/2020
20932,206,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,04/02/2020
20932,206,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,04/06/2020
20933,206,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,04/09/2020
20933,206,Salvador (BH),Aracaju (SE),premium,1209.04,2.16,830.86,CloudFy,04/13/2020
20934,206,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,04/16/2020
20934,206,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,04/18/2020
20935,206,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,04/23/2020
20935,206,Rio de Janeiro (RJ),Recife (PE),economic,932.59,2.3,885.57,Rainbow,04/24/2020
20936,206,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,04/30/2020
20936,206,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,05/02/2020
20937,206,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,05/07/2020
20937,206,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,05/09/2020
20938,206,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,05/14/2020
20938,206,Sao Paulo (SP),Recife (PE),firstClass,1533.42,1.26,486.52,CloudFy,05/18/2020
20939,206,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,05/21/2020
20939,206,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,05/24/2020
20940,206,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,05/28/2020
20940,206,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,05/30/2020
20941,206,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,06/04/2020
20941,206,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,06/05/2020
20942,206,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,06/11/2020
20942,206,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,06/15/2020
20943,206,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,06/18/2020
20943,206,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,06/20/2020
20944,206,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,06/25/2020
20944,206,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,06/29/2020
20945,206,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,07/02/2020
20945,206,Rio de Janeiro (RJ),Brasilia (DF),firstClass,687.25,0.48,183.37,Rainbow,07/06/2020
20946,206,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,07/09/2020
20946,206,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,07/11/2020
20947,206,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,07/16/2020
20947,206,Rio de Janeiro (RJ),Recife (PE),economic,932.59,2.3,885.57,Rainbow,07/20/2020
20948,206,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,07/23/2020
20948,206,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,07/26/2020
20949,206,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,07/30/2020
20949,206,Salvador (BH),Brasilia (DF),premium,836.89,1.76,676.56,CloudFy,08/01/2020
20950,206,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,08/06/2020
20950,206,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,08/08/2020
20951,206,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,08/13/2020
20951,206,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,08/16/2020
20952,206,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,08/20/2020
20952,206,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,08/24/2020
20953,206,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,08/27/2020
20953,206,Salvador (BH),Aracaju (SE),premium,1247.02,2.16,830.86,Rainbow,08/28/2020
20954,206,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,09/03/2020
20954,206,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,09/04/2020
20955,206,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,09/10/2020
20955,206,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,09/11/2020
20956,206,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,09/17/2020
20956,206,Rio de Janeiro (RJ),Brasilia (DF),firstClass,688.06,0.48,183.37,CloudFy,09/21/2020
20957,206,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,09/24/2020
20957,206,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,09/28/2020
20958,206,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,10/01/2020
20958,206,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,10/05/2020
20959,206,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,10/08/2020
20959,206,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,10/12/2020
20960,206,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,10/15/2020
20960,206,Sao Paulo (SP),Recife (PE),firstClass,1533.42,1.26,486.52,CloudFy,10/18/2020
20961,206,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,10/22/2020
20961,206,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,10/24/2020
20962,206,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,10/29/2020
20962,206,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,11/02/2020
20963,206,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,11/05/2020
20963,206,Natal (RN),Aracaju (SE),premium,479.37,0.46,176.33,Rainbow,11/07/2020
20964,206,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,11/12/2020
20964,206,Sao Paulo (SP),Recife (PE),economic,827.12,1.26,486.52,Rainbow,11/16/2020
20965,206,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,11/19/2020
20965,206,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,11/20/2020
20966,206,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,11/26/2020
20966,206,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,11/29/2020
20967,206,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,12/03/2020
20967,206,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,12/06/2020
20968,206,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,12/10/2020
20968,206,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,12/13/2020
20969,206,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,12/17/2020
20969,206,Aracaju (SE),Recife (PE),firstClass,1124.11,1.44,555.74,CloudFy,12/21/2020
20970,206,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,12/24/2020
20970,206,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,12/28/2020
20971,206,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,12/31/2020
20971,206,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,01/03/2021
20972,206,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,01/07/2021
20972,206,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,01/09/2021
20973,206,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,01/14/2021
20973,206,Campo Grande (MS),Brasilia (DF),premium,691.99,0.72,277.7,Rainbow,01/18/2021
20974,206,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,01/21/2021
20974,206,Salvador (BH),Recife (PE),premium,1103.23,2.05,788.55,Rainbow,01/25/2021
